V1.x	V2.x	V3	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V1.y	V2.y	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10	V11	V12	V13	V14	V15	V16	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology..molecular.function.	Gene.Ontology..GO.	Gene.Ontology..biological.process.	Gene.Ontology..cellular.component.	Gene.Ontology.IDs	Interacts.with	EC.number	Reactome	UniPathway	InterPro
ENA	HBXI01043471	HBXI01043471.1	58.5123190271824	-0.507669312798044	0.142243124108111	-3.56902532886014	3.58311786474811e-4	0.0358591372673703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01043472	HBXI01043472.1	84.8417698992177	-0.490149568515837	0.139560124612996	-3.51210325925857	4.44575230353379e-4	0.0397572616091064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01043519	HBXI01043519.1	56.5199410367815	0.812576355251698	0.198026497841427	4.10337184219852	4.07172042630114e-5	0.0112117237365573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01043632	HBXI01043632.1	38.3179983115263	-0.693581542472554	0.18488686757755	-3.75138348959064	1.75861472241049e-4	0.0253583918168172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01043689	HBXI01043689.1	758.641956723137	-0.353276807965062	0.0973721553273744	-3.62810915273788	2.85504559377825e-4	0.0319149569150376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01043861	HBXI01043861.1	27.7668552247093	-0.877854939848808	0.216310894233693	-4.05830202384726	4.94308131977338e-5	0.0124826889825448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01044317	HBXI01044317.1	620.106807416618	-0.345658048738528	0.0793844579999181	-4.35422823871751	1.3353652347921e-5	0.00529130331815427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01044329	HBXI01044329.1	195.00063058074	0.492752022706944	0.140446663637896	3.50846371101682	4.50702717059318e-4	0.0399762971118493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01044388	HBXI01044388.1	60.6308479013707	1.07094422120255	0.273696121416782	3.91289513223219	9.119614476736e-5	0.0174988885971322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01044761	HBXI01044761.1	20.2509297528117	1.01478588369863	0.197426467929374	5.14007009466254	2.74635997112598e-7	3.34630230681846e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01044771	HBXI01044771.1	178.803661684192	-0.380909767125109	0.0822928819799962	-4.62870855850814	3.67953174425988e-6	0.00235964497568077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01045186	HBXI01045186.1	220.664882303953	-0.630478108887952	0.160946963850855	-3.91730352535386	8.95449743129248e-5	0.0174569718322533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01045240	HBXI01045240.1	169.24706423287	0.434396404708935	0.0956551385463747	4.54127620648769	5.59147192422571e-6	0.00331721518843262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01045390	HBXI01045390.1	2049.74960522716	1.57808992258829	0.425741705964872	3.70668388950013	2.09990778570926e-4	0.0272920815093061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01045475	HBXI01045475.1	12.7613002393148	3.76119037071423	1.01842248671402	3.69315330305584	2.2149040667981e-4	0.0280691339352382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01045781	HBXI01045781.1	195.90616287022	-0.469680353924643	0.126004332629512	-3.72749368313892	1.93393406521615e-4	0.026217428586598798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01045808	HBXI01045808.1	42.5932736895916	0.743573363761479	0.175693733697879	4.2322133414281	2.31402749209186e-5	0.007672181762556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01045892	HBXI01045892.1	15.673659729007	7.27143307213709	1.33693038463135	5.4389017975249	5.36099925633594e-8	9.67719932427041e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01046064	HBXI01046064.1	57.6402344804348	-8.47426663002517	1.53771140000925	-5.51096039866401	3.56881019069273e-8	6.68987196438392e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01046562	HBXI01046562.1	896.175631889274	-1.46290855421805	0.325880372690541	-4.48909684906749	7.15257751128221e-6	0.00381343591686097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01046770	HBXI01046770.1	233.824002860592	0.842639930866582	0.234826974416085	3.58834385598958	3.32785202916457e-4	0.03478990887687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01046859	HBXI01046859.1	130.65196610904	-0.82168074685104	0.236735263926753	-3.47088445220088	5.18747168315847e-4	0.0427230838957117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01046975	HBXI01046975.1	67.3933068133861	-1.74698456422097	0.439224153626265	-3.97743282057178	6.96632951290021e-5	0.0152520597028608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047254	HBXI01047254.1	1245.53736571668	-0.530912093248334	0.142934221313261	-3.71438056170442	2.03702050745479e-4	0.026692632677958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047263	HBXI01047263.1	207.703750531429	0.805868996883392	0.180312120358425	4.4693002072267	7.84759225810575e-6	0.00391012362453352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047329	HBXI01047329.1	142.058770987706	-0.753192133318032	0.185502012365337	-4.06029090312324	4.90116127633111e-5	0.0124412915773868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047474	HBXI01047474.1	597.591962880942	-1.25265177885867	0.353855616298633	-3.54000818741141	4.00114618978579e-4	0.037780750922098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047815	HBXI01047815.1	78.3400145830671	1.11240300962502	0.237225793235805	4.68921610273332	2.74253637980534e-6	0.00190951054398504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047935	HBXI01047935.1	17.5044471721193	-1.36833500101168	0.381926643302115	-3.58271679917677	3.40039197107434e-4	0.0348868887077136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047963	HBXI01047963.1	724.327189717469	1.33280507071205	0.259277471279329	5.14045845994916	2.74068913191422e-7	3.34630230681846e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01047983	HBXI01047983.1	12.3897922174212	-4.92267325014806	1.28849787619643	-3.82047447736545	1.33195188673209e-4	0.0216673867237666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01048322	HBXI01048322.1	62.41930270126	-0.562718963569815	0.1498793789494	-3.75447888504924	1.73702486444062e-4	0.0252516231538925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01048678	HBXI01048678.1	47.3130356635586	1.58583313708574	0.424501759416786	3.73575162389076	1.87155328723614e-4	0.0260524834120926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01048904	HBXI01048904.1	807.973729462135	0.338983794492902	0.0925201851196044	3.66389014521193	2.4841336181676e-4	0.0299682436342209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01049089	HBXI01049089.1	97.9445469055462	0.775047203831446	0.222025026817214	3.49081008993422	4.81558422605625e-4	0.0412481448171405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01049109	HBXI01049109.1	141.769677964284	-0.666738723147565	0.167648000916868	-3.97701564886647	6.97855741667273e-5	0.0152520597028608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01049296	HBXI01049296.1	172.675111836869	-0.451901695611905	0.116319100458016	-3.88501711096893	1.02322681486837e-4	0.018748131016186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01049357	HBXI01049357.1	13.8556997762502	-4.6351611423112304	1.16813724328358	-3.96799363170889	7.24802702767721e-5	0.0155863436295079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01049767	HBXI01049767.1	134.58484586063	0.604119739249241	0.159416623225073	3.78956552351704	1.50911002443341e-4	0.0234987234411615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01049834	HBXI01049834.1	16.8770670720509	6.06886703937457	1.72990208421794	3.50821419012176	4.51125680403733e-4	0.0399762971118493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050010	HBXI01050010.1	177.045615568465	0.663544916591794	0.179339454504971	3.69993830093535	2.15651890029009e-4	0.0276590574111416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050283	HBXI01050283.1	14.2411547501782	-1.30221638886942	0.328211051328282	-3.9676189561543	7.25942796975314e-5	0.0155863436295079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050305	HBXI01050305.1	21774.7474085753	0.254400890620778	0.0719197426644664	3.53728866644666	4.04257563951777e-4	0.0379050233056665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050641	HBXI01050641.1	18.1116879209094	4.11046538446457	1.18097012674532	3.48058370942266	5.00322453360716e-4	0.0423136680917128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050680	HBXI01050680.1	17284.0048730624	0.259364981357941	0.0690980872863594	3.75357685782341	1.74329047637033e-4	0.0252516231538925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050817	HBXI01050817.1	23.200787136081	-0.847018530815677	0.232456220522488	-3.6437765739796	2.68666662204889e-4	0.0310290895320898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050915	HBXI01050915.1	22670.8061494112	0.291855028520488	0.0686054349553179	4.25410944060875	2.09882638384638e-5	0.00705466208937275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01050955	HBXI01050955.1	101.8487954418	-2.53470008113359	0.639318379752866	-3.96469139853825	7.34909601134313e-5	0.0157096597105632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01051412	HBXI01051412.1	11.2732664555348	0.876191604523604	0.241788490163541	3.62379368815681	2.90313209889964e-4	0.0321574664173115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01051469	HBXI01051469.1	130.343875792521	5.30443940818746	0.915733844192933	5.79255581938488	6.93232743967348e-9	1.68933887377403e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01051472	HBXI01051472.1	90.9239859058119	3.45490421551032	0.857857950134412	4.02736165698412	5.64062359528127e-5	0.0136095402369712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01051688	HBXI01051688.1	28.5843671084165	1.85313887193532	0.503068883871639	3.68366824374723	2.29901420482272e-4	0.0286571238656393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01051726	HBXI01051726.1	86.8720090377237	-0.57785590383239	0.129564113824961	-4.45999966173554	8.19597822899548e-6	0.00392392085442352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01052057	HBXI01052057.1	11.9194405956337	-1.68252846979184	0.379772241060097	-4.43036190611306	9.40750744484409e-6	0.00436669616996963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01052175	HBXI01052175.1	475.567850220783	-1.3366237614213	0.345097362117174	-3.87317872620384	1.07424988643555e-4	0.0191253546317828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01052204	HBXI01052204.1	311.428579671765	0.602580308069599	0.158289920815487	3.8068141355128	1.40768456543088e-4	0.0225571407898755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01052214	HBXI01052214.1	123.198626738475	-0.760843488213726	0.223722442438076	-3.40083667924517	6.71799517223612e-4	0.0497652731096731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01052500	HBXI01052500.1	56112.8487715494	-0.565920995943716	0.126475686812383	-4.4745437657375	7.65746412755952e-6	0.00388759881926037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01052573	HBXI01052573.1	2991.2387207611	-0.409678057943369	0.116947726920515	-3.50308696655397	4.59899283816668e-4	0.0403866149453275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01052841	HBXI01052841.1	177.641678764725	0.474795862811632	0.132045977666776	3.59568592092824	3.23537961233256e-4	0.0342795503360574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01053097	HBXI01053097.1	19.1514179372335	-0.831957213762747	0.191737666261066	-4.33903901088464	1.43107120294763e-5	0.00549193293616234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01053183	HBXI01053183.1	57.5353250716275	0.772300047810411	0.205698707902415	3.75452065638058	1.73673522842753e-4	0.0252516231538925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01053307	HBXI01053307.1	41.8024899023559	-0.922598229033853	0.245817509192544	-3.75318353873319	1.74602917699983e-4	0.0252516231538925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01053451	HBXI01053451.1	746.562916512044	-0.384697284029804	0.102876759181799	-3.73939932681962	1.84460503002973e-4	0.0260524834120926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01053576	HBXI01053576.1	21.8880214731839	1.92427127907507	0.494836393267965	3.88870201394632	1.00781764823722e-4	0.0186764321444051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01054107	HBXI01054107.1	283.064613075934	-5.39454544844021	0.947361186616544	-5.69428590135361	1.23889336982826e-8	2.74459932084954e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01054241	HBXI01054241.1	65.390501307646	-1.04713879932781	0.257079393460826	-4.0732117235502	4.63692357772162e-5	0.0122159125043782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01054439	HBXI01054439.1	14.7775515993933	1.11937266477347	0.323936229898738	3.45553402632172	5.49203867085289e-4	0.04409736091269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01054503	HBXI01054503.1	650.436033138635	-0.540128507738908	0.1153056922446	-4.68431780968039	2.80893887952136e-6	0.00192819807197341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01054611	HBXI01054611.1	249.0780236192	-0.499193214548273	0.146201396909413	-3.41442164781488	6.39175746127023e-4	0.0482231385677072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01054659	HBXI01054659.1	35.410948951885	-1.65394659257297	0.478960373117416	-3.45320131978332	5.53975399874239e-4	0.0443287475603047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01054747	HBXI01054747.1	437.481558170588	-0.31588240406635	0.0921974778072861	-3.42615016786703	6.12201815021126e-4	0.0472112216147146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01055400	HBXI01055400.1	62.0595635722835	0.763143500088857	0.200632348783039	3.80369120292815	1.42555867101559e-4	0.0225580774376487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01055405	HBXI01055405.1	214.097126871447	0.403036782422227	0.100650658126878	4.00431343344192	6.21978546458071e-5	0.0142319203743068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01055480	HBXI01055480.1	106.56460065915	-10.3952512567779	1.95493081888367	-5.31745223737069	1.05230294866565e-7	1.76852210731264e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01055872	HBXI01055872.1	220.259048783367	0.405687938526988	0.096684558051327	4.19599516927636	2.71676036741298e-5	0.00845874044317409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01058045	HBXI01058045.1	56.2849126197034	0.491021036097822	0.136261691505124	3.60351490337514	3.13942737515024e-4	0.0339180646712837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01058108	HBXI01058108.1	260.397675627212	-0.439835455527546	0.125819995723785	-3.49575163309594	4.72728489847342e-4	0.0407784798905837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01058175	HBXI01058175.1	657.865164145076	0.307528898972395	0.0680319279473369	4.52036136930371	6.17341607147433e-6	0.00349860409873856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01058200	HBXI01058200.1	120.85868835388	-0.871280705530435	0.252621947641966	-3.44895094691169	5.62768924504215e-4	0.0445263503936468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01058735	HBXI01058735.1	294.048126151275	-0.669135733108011	0.157599375518576	-4.24580193231248	2.17812980163386e-5	0.0072710746761665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01058836	HBXI01058836.1	208.613921986285	0.456495722487609	0.12884499892773	3.54298363371993	3.95627254340102e-4	0.0375869027719842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
